TIMESTAMP,RECORD,Batt_V_Avg,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_Air_Avg,T_Air_Std,RH,RH_Std,Precip_W_Int60_Avg,Precip_W_Int60_Std,Precip_W_Int60_Max,Precip_W_Int15_Tot,Precip_W_Int15_NRT_Tot,Precip_W_Int15_CK,Precip_W_BucketCont,Precip_W_BucketCont_NRT,Precip_W_Pluvio_Level,Precip_W_T_Cell_Avg,Precip_W_T_Cell_Std,Precip_W_T_ElectricUnit_Avg,Precip_W_T_ElectricUnit_Std,Precip_W_T_HeatRim_Avg,Precip_W_T_HeatRim_Std,Precip_W_SupplyV_Avg,Precip_W_SupplyV_Std,Precip_W_PluvioStat,Precip_W_HeatStat,SR50A_SnowDist0,SR50A_SnowDist0_Std,SR50A_SnowDepth,SR50A_SnowDepth_Std,SR50A_QualityVal,SR50A_QualityVal_Std,PAR_Tot_Avg,PAR_Tot_Std,PAR_Dif_Avg,PAR_Dif_Std,Sun_Count_Tot
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,mm/h,mm/h,mm/h,mm/15min,mm/15min,mm,lt,lt,%,Deg C,Deg C,Deg C,Deg C,Deg C,Deg C,Volts,Volts,,,m,m,m,m,,,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,min
,,Avg,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Smp,Std,Avg,Std,Max,Tot,Tot,Smp,Smp,Smp,Smp,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Smp,Smp,Smp,Std,Smp,Std,Smp,Std,Avg,Std,Avg,Std,Tot
1509930900,9164,12.59,-2.638,167,0.042,0.1,0.03,15,0,0,0,0,0,0,0,1.376,0.268,100,0,0,0,0,0.29,0.29,33.94,5.937,5.932,19.77,-3.033,0.094,-2.3,0,1.787,0.26,12.44,0.12,0,32,1.865,0.008746793,0.1906081,0.009236719,256,16.82,0.342,0,1.708,0,0
1509931800,9165,12.6,-2.665,356,0.139,0.3,0.084,15,0,0,0,0,0,0,0,1.161,0.335,100,0,0,0,0,0.45,0.45,34.39,5.953,5.95,19.83,-2.98,0.098,-2.3,0,2.2,0.2,12.41,0.15,0,32,1.859,0.008546869,0.1973755,0.008921985,256,46.09,0.342,0,1.708,0,0
1509932700,9166,12.59,-2.69,142,0.077,0.28,0.062,15,0,0,0,0,0,0,0,0.82,0.363,100,0,0,0,0,0.21,0.21,34.6,5.963,5.959,19.86,-3.147,0.154,-2.353,0.05,1.867,0.249,12.38,0.151,0,32,1.856,0.007003506,0.2004946,0.007170679,247,20.64,0.342,0,1.708,0,0
1509933600,9167,12.59,-2.731,44,0.059,0.2,0.047,15,0,0,0,0,0,0,0,0.644,0.236,100,0,0,0,0,0.45,0.45,35.05,5.981,5.976,19.92,-3.113,0.109,-2.427,0.044,2.033,0.17,12.47,0.094,0,32,1.845,0.01006424,0.2147396,0.01004789,237,37.17,0.342,0,1.662,0.075,0
1509934500,9168,12.6,-2.818,163,0.066,0.14,0.03,15,0,0,0,0,0,0,0,0.468,0.149,100,0,0,0,0,0.25,0.25,35.31,5.989,5.986,19.95,-3.153,0.136,-2.5,0,2,0.271,12.45,0.088,0,32,1.849,0.005312449,0.2097559,0.005396312,218,16.32,0.342,0,1.685,0.085,0
1509935400,9169,12.6,-2.881,136,0.146,0.42,0.121,15,0,0,0,0,0,0,0,0.136,0.353,100,0,0,0,0,0.12,0.12,35.42,5.993,5.992,19.97,-3.293,0.093,-2.547,0.05,2.533,0.17,12.43,0.118,0,32,1.838,0.01066999,0.2235758,0.01106327,226,58.43,0.342,0,1.673,0.092,0
1509936300,9170,12.59,-2.944,334,0.105,0.29,0.083,15,0,0,0,0,0,0,0,-0.472,0.231,99.4,0.283,0,0,0,0.07,0.07,35.5,5.995,5.994,19.98,-3.34,0.136,-2.653,0.05,2.667,0.094,12.45,0.088,0,32,1.836,0.005030573,0.2250019,0.005216432,228,61.84,0.342,0,1.708,0.062,0
1509937200,9171,12.6,-3.013,180,0.044,0.18,0.04,15,0,0,0,0,0,0,0,-0.554,0.169,99.7,0.348,0,0,0,0.14,0.13,35.63,6.001,6,20,-3.427,0.134,-2.713,0.034,2.973,0.274,12.44,0.125,0,32,1.845,0.008481091,0.2169815,0.008503062,222,47.58,0.342,0,1.696,0.043,0
1509938100,9172,12.59,-3.103,94,0.079,0.19,0.051,15,0,0,0,0,0,0,0,-0.642,0.206,100,0.149,0,0,0,0.04,0.05,35.67,6.003,6.002,20.01,-3.527,0.085,-2.8,0,2.6,0,12.41,0.141,0,32,1.849,0.002215084,0.2129797,0.002452108,204,8.49,0.376,0.092,1.708,0,0
1509939000,9173,12.59,-3.166,138,0.091,0.23,0.071,15,0,0,0,0,0,0,0,-0.682,0.203,100,0,0,0,0,0.07,0.07,35.74,6.006,6.004,20.01,-3.5,0.103,-2.8,0,2.64,0.08,12.45,0.109,0,32,1.849,0.005059648,0.2130933,0.005158142,243,13,0.342,0,1.696,0.043,0
1509939900,9174,12.59,-3.208,150,0.089,0.2,0.048,15,0,0,0,0,0,0,0,-0.642,0.127,100,0,0,0,0,0.16,0.16,35.91,6.012,6.01,20.03,-3.62,0.117,-2.887,0.034,2.64,0.08,12.44,0.108,0,32,1.834,0.01222821,0.2285879,0.01227195,262,47.51,0.342,0,1.696,0.043,0
1509940800,9175,12.61,-3.261,130,0.102,0.25,0.063,15,0,0,0,0,0,0,0,-0.858,0.222,100,0,0,0,0,0.1,0.09,36,6.015,6.014,20.05,-3.633,0.101,-2.947,0.05,2.133,0.287,12.49,0.062,0,32,1.845,0.0198993,0.2180064,0.01971439,227,84.9,0.342,0,1.696,0.043,0
1509941700,9176,12.61,-3.351,287,0.145,0.47,0.12,15,0,0,0,0,0,0,0,-1.068,0.122,100,0.08,0,0,0,0.05,0.06,36.05,6.017,6.016,20.05,-3.687,0.115,-3.1,0,2.067,0.125,12.39,0.141,0,32,1.834,0.004118258,0.2296771,0.004023365,238,91.6,0.342,0,1.708,0,0
1509942600,9177,12.61,-3.405,302,0.059,0.16,0.042,15,0,0,0,0,0,0,0,-1.11,0.213,100,0.131,0,0,0,0.06,0.06,36.12,6.02,6.019,20.06,-3.787,0.088,-3.1,0,2.5,0.2,12.43,0.124,0,32,1.842,0.008299936,0.221519,0.00817953,279,65.81,0.353,0.043,1.697,0.043,0
1509943500,9178,12.61,-3.455,299,0.128,0.4,0.119,15,0,0,0,0,0,0,0,-1.208,0.162,99.8,0.114,0,0,0,0.07,0.07,36.19,6.022,6.021,20.07,-3.8,0.115,-3.1,0,2.4,0.245,12.41,0.126,0,32,1.833,0.003275502,0.2323405,0.003492421,202,35.37,0.342,0,1.685,0.058,0
1509944400,9179,12.6,-3.505,184,0.142,0.43,0.136,15,0,0,0,0,0,0,0,-1.227,0.221,99.5,0.239,0,0,0,0.1,0.1,36.28,6.026,6.025,20.08,-3.84,0.125,-3.2,0,2.467,0.221,12.4,0.151,0,32,1.847,0.004440227,0.2172794,0.004462352,241,9.87,0.307,0.128,1.685,0.058,0
1509945300,9180,12.59,-3.584,130,0.114,0.4,0.109,15,0,0,0,0,0,0,0,-1.27,0.146,99.6,0.179,0,0,0,0.02,0.02,36.3,6.027,6.027,20.09,-3.88,0.098,-3.2,0,2.033,0.17,12.49,0.034,0,32,1.845,0.002499772,0.2197359,0.002505205,207,18.62,0.342,0,1.685,0.058,0
1509946200,9181,12.61,-3.638,317,0.063,0.25,0.073,15,0,0,0,0,0,0,0,-1.428,0.194,99.7,0.198,0,0,0,0,0,36.3,6.028,6.028,20.09,-3.9,0.121,-3.287,0.034,2.4,0.245,12.45,0.088,0,32,1.839,0.002515717,0.2255477,0.002552188,216,10.48,0.342,0,1.708,0.062,0
1509947100,9182,12.6,-3.687,69,0.125,0.36,0.1,15,0,0,0,0,0,0,0,-1.463,0.198,99.1,0.138,0,0,0,0.09,0.09,36.4,6.03,6.03,20.1,-4.007,0.134,-3.3,0,2.6,0,12.44,0.102,0,32,1.84,0.001599999,0.2250113,0.001694799,201,8.27,0.342,0,1.685,0.058,0
1509948000,9183,12.61,-3.752,41,0.091,0.25,0.063,15,0,0,0,0,0,0,0,-1.492,0.163,99.2,0.195,0,0,0,0,0,36.4,6.031,6.031,20.1,-4.04,0.071,-3.3,0,2.707,0.1,12.45,0.109,0,32,1.847,0.002963486,0.2194787,0.002812529,204,8.3,0.353,0.043,1.697,0.043,0
1509948900,9184,12.6,-3.831,158,0.155,0.35,0.083,15,0,0,0,0,0,0,0,-1.513,0.204,99.3,0.192,0,0,0,0.05,0.05,36.45,6.032,6.032,20.11,-4.02,0.091,-3.4,0,2.673,0.181,12.4,0.126,0,0,1.841,0.002494434,0.2235526,0.002678848,233,11.9,1.104,0.724,2.198,0.691,0
1509949800,9185,12.58,-3.881,329,0.186,0.67,0.183,15,0,0,0,0,0,0,0,-1.512,0.099,98.1,0.416,0,0,0,0,0,36.45,6.033,6.033,20.11,-4.04,0.095,-3.4,0,2.667,0.094,12.44,0.102,0,0,1.85,0.0031791,0.2152708,0.003261513,263,11.01,4.532,1.069,5.465,1.196,0
1509950700,9186,12.6,-3.906,316,0.145,0.32,0.079,15,0,0,0,0,0,0,0,-1.352,0.095,98.2,0.325,0,0,0,0,0,36.45,6.033,6.033,20.11,-4.06,0.102,-3.333,0.047,2.74,0.178,12.45,0.136,0,0,1.864,0.004249956,0.200551,0.004317519,249,17.86,10.19,2.735,11.15,2.687,0
1509951600,9187,12.6,-3.89,297,0.094,0.49,0.118,15,0,0,0,0,0,0,0,-1.165,0.155,98,0.5,0,0,0,0,0,36.45,6.033,6.033,20.11,-3.98,0.142,-3.08,0.105,3.233,0.17,12.43,0.124,0,0,1.845,0.007419489,0.2193313,0.007552074,254,14.82,16.93,1.533,18.07,1.546,0
1509952500,9188,12.62,-3.838,129,0.094,0.22,0.073,15,0,0,0,0,0,0,0,-1.116,0.146,95.7,0.752,0,0,0,0,0,36.45,6.034,6.034,20.11,-3.813,0.141,-2.773,0.112,3.147,0.25,12.45,0.102,0,0,1.827,0.01117735,0.2374606,0.01124653,397,49.67,22.82,3.929,23.84,4.01,0
1509953400,9189,12.6,-3.691,123,0.071,0.28,0.066,15,0,0,0,0,0,0,0,-1.04,0.215,96.6,0.492,0,0,0,0,0,36.45,6.034,6.034,20.11,-3.607,0.202,-2.347,0.136,3.5,0,12.46,0.108,0,0,1.84,0.006115187,0.2226479,0.006513756,262,58.48,34.79,3.379,35.95,3.644,0
1509954300,9190,12.6,-3.459,62,0.118,0.44,0.143,15,0,0,0,0,0,0,0,-0.533,0.211,95.8,1.7,0,0,0,0,0,36.45,6.034,6.034,20.11,-3.16,0.158,-1.88,0.133,3.533,0.125,12.45,0.102,0,0,1.831,0.01039742,0.2317533,0.01063233,311,41.05,40.56,1.937,41.7,2.009,0
1509955200,9191,12.61,-3.171,174,0.038,0.09,0.021,15,0,0,0,0,0,0,0,0.182,0.609,94.5,0.625,0,0,0,0,0,36.45,6.036,6.035,20.12,-2.867,0.166,-1.393,0.148,3.6,0.2,12.45,0.115,0,0,1.842,0.002186841,0.2142705,0.003942958,206,21.24,46.94,3.112,48.11,3.11,0
1509956100,9192,12.6,-2.866,0,0.065,0.15,0.037,15,0,0,0,0,0,0,0,0.83,0.338,94.8,0.878,0,0,0,0,0,36.45,6.038,6.037,20.12,-2.3,0.167,-0.96,0.108,3.5,0,12.42,0.142,0,0,1.839,0.001203704,0.2178652,0.001827841,199,2.503,62.43,6.322,63.6,6.526,0
1509957000,9193,12.61,-2.484,173,0.063,0.14,0.04,15,0,0,0,0,0,0,0,1.015,0.21,94.1,0.817,0,0,0,0.14,0.14,36.59,6.04,6.04,20.13,-2.107,0.173,-0.513,0.141,3.533,0.125,12.47,0.087,0,0,1.84,0.0006110204,0.2156169,0.0009449382,198,3.702,77.27,8.48,78.28,8.45,0
1509957900,9194,12.61,-2.099,259,0.117,0.37,0.081,15,0,0,0,0,0,0,0,0.803,0.227,93.3,0.936,0,0,0,0.02,0.02,36.61,6.042,6.041,20.14,-1.593,0.214,0.02,0.147,3.533,0.125,12.45,0.136,0,0,1.839,0.0008537351,0.2184609,0.001434155,187,7.455,100.3,5.466,101.5,5.576,0
1509958800,9195,12.6,-1.696,13,0.103,0.23,0.056,15,0,0,0,0,0,0,0,1.062,0.269,90.9,0.882,0,0,0,0,0,36.61,6.043,6.042,20.14,-1.173,0.144,0.553,0.171,3.567,0.17,12.49,0.077,0,0,1.838,0.0003651437,0.2172841,0.001052305,169,5.459,105.7,4.084,106.8,4.159,0
1509959700,9196,12.58,-1.222,1,0.131,0.42,0.111,15,0,0,0,0,0,0,0,1.311,0.617,89.4,1.349,0,0,0,0,0,36.61,6.043,6.043,20.14,-0.633,0.249,1.4,0.343,3.767,0.249,12.47,0.093,0,0,1.839,0.0005962594,0.2176578,0.002421235,168,2.462,144.9,11.13,145.9,11.42,0
1509960600,9197,12.6,-0.545,81,0.063,0.14,0.033,15,0,0,0,0,0,0,0,1.065,0.131,83.3,1.175,0,0,0,0,0,36.61,6.042,6.042,20.14,0.24,0.303,2.76,0.367,3.8,0.245,12.5,0.073,0,0,1.838,0.0004422373,0.2188897,0.0005295805,189,6.427,125.4,4.31,126.6,4.321,0
1509961500,9198,12.62,0.061,60,0.225,0.7,0.165,15,0,0,0,0,0,0,0,-0.111,0.776,83.9,2.328,0,0,0,0,0,36.61,6.042,6.042,20.14,1.153,0.287,3.547,0.126,3.733,0.249,12.51,0.096,0,0,1.838,0,0.2261474,0.002611377,189,0.249,133.5,16.1,134.5,16.16,0
1509962400,9199,12.62,0.559,164,0.411,0.98,0.261,15,0,0,0,0,0,0,0,-1.043,0.385,86.7,1.736,0,0,0,0,0,36.61,6.042,6.042,20.14,1.733,0.209,3.753,0.05,3.767,0.249,12.49,0.129,0,0,1.84,0.0007180024,0.2210518,0.001788948,189,0.4,145.6,19.76,146.8,19.95,0
1509963300,9200,12.59,1.011,356,0.086,0.22,0.058,15,0,0,0,0,0,0,0,0.271,0.384,82.3,2.59,0,0,0,0,0,36.61,6.042,6.042,20.14,2.093,0.226,4.193,0.226,3.9,0.2,12.51,0.088,0,0,1.84,0.0002494555,0.2172147,0.001278073,189,1.02,160.4,7.278,161.8,7.304,0
1509964200,9201,12.61,1.546,136,0.399,0.9,0.287,15,0,0,0,0,0,0,0,-0.062,1.138,83.5,4.121,0,0,0,0,0,36.61,6.042,6.042,20.14,2.773,0.235,4.847,0.102,3.9,0.2,12.54,0.061,0,0,1.841,0.0004421845,0.2227193,0.00350773,188,0.49,129.8,19.97,130.6,20.07,0
1509965100,9202,12.58,1.918,30,0.055,0.09,0.024,15,0,0,0,0,0,0,0,0.129,0.611,77.91,2.918,0,0,0,0,0,36.61,6.042,6.042,20.14,3.307,0.217,5.027,0.044,3.9,0.2,12.52,0.054,0,0,1.843,0.0005416276,0.2129506,0.002382901,189,0.49,124.9,13.08,126.5,13.1,0
1509966000,9203,12.62,2.397,296,0.072,0.16,0.05,15,0,0,0,0,0,0,0,2.173,0.487,76.38,4.373,0,0,0,0,0,36.61,6.042,6.042,20.14,3.673,0.211,5.72,0.402,5.053,0.648,12.55,0.05,0,0,1.845,0.001359724,0.2091066,0.002352806,188,3.721,159.3,69.61,160.8,69.57,0
1509966900,9204,12.6,2.915,162,0.127,0.34,0.096,15,0,0,0,0,0,0,0,1.601,0.728,76.45,2.617,0,0,0,0,0,36.61,6.042,6.042,20.14,4.22,0.197,6.44,0.095,4.807,0.321,12.53,0.057,0,0,1.848,0.0009522082,0.2113419,0.001846774,189,6.907,109.4,30.59,110.8,30.59,0
1509967800,9205,12.61,3.081,160,0.233,0.67,0.164,15,0,0,0,0,0,0,0,0.335,0.242,79.57,1.993,0,0,0,0,0,36.61,6.042,6.042,20.14,4.567,0.178,6.18,0.16,4.287,0.644,12.55,0.05,0,0,1.849,0.0009521882,0.2082648,0.001528986,168,7.362,198,82.3,199.4,82.1,0
