TIMESTAMP,RECORD,Batt_V_Avg,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_Air_Avg,T_Air_Std,RH,RH_Std,Precip_W_Int60_Avg,Precip_W_Int60_Std,Precip_W_Int60_Max,Precip_W_Int15_Tot,Precip_W_Int15_NRT_Tot,Precip_W_Int15_CK,Precip_W_BucketCont,Precip_W_BucketCont_NRT,Precip_W_Pluvio_Level,Precip_W_T_Cell_Avg,Precip_W_T_Cell_Std,Precip_W_T_ElectricUnit_Avg,Precip_W_T_ElectricUnit_Std,Precip_W_T_HeatRim_Avg,Precip_W_T_HeatRim_Std,Precip_W_SupplyV_Avg,Precip_W_SupplyV_Std,Precip_W_PluvioStat,Precip_W_HeatStat,SR50A_SnowDist0,SR50A_SnowDist0_Std,SR50A_SnowDepth,SR50A_SnowDepth_Std,SR50A_QualityVal,SR50A_QualityVal_Std,PAR_Tot_Avg,PAR_Tot_Std,PAR_Dif_Avg,PAR_Dif_Std,Sun_Count_Tot
TS,RN,Volts,Deg C,degrees,meters/Second,meters/Second,meters/Second,,,,,,,,,Deg C,Deg C,%,%,mm/h,mm/h,mm/h,mm/15min,mm/15min,mm,lt,lt,%,Deg C,Deg C,Deg C,Deg C,Deg C,Deg C,Volts,Volts,,,m,m,m,m,,,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,umol/m^2s^1,min
,,Avg,Avg,Smp,Avg,Max,Std,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Tot,Avg,Std,Smp,Std,Avg,Std,Max,Tot,Tot,Smp,Smp,Smp,Smp,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Smp,Smp,Smp,Std,Smp,Std,Smp,Std,Avg,Std,Avg,Std,Tot
1508432400,7499,12.59,9.49,76,1.574,1.82,0.162,15,0,0,0,0,0,0,0,8.62,0.851,73.63,2.101,0,0,0,0,0,0.18,5.029,5.029,16.76,7.38,0.366,5.953,0.292,3.833,0.236,12.53,0.085,0,0,2.017,0.002196914,0.009536505,0.002990439,248,4.953,0.364,0.085,1.706,0,0
1508433300,7500,12.59,8.3,79,1.193,1.93,0.375,15,0,0,0,0,0,0,0,9.33,0.191,72.99,0.489,0,0,0,0,0,0.18,5.028,5.028,16.76,6.433,0.215,5.22,0.138,3.767,0.249,12.53,0.06,0,0,2.016,0.00176887,0.01022673,0.002011609,258,6.665,0.341,0,1.706,0,0
1508434200,7501,12.62,7.375,82,0.489,1.07,0.219,15,0,0,0,0,0,0,0,9.11,0.267,75.6,1.637,0,0,0,0,0,0.18,5.027,5.027,16.76,5.867,0.135,4.94,0.049,3.833,0.236,12.52,0.105,0,0,2.027,0.003315951,-0.0009264946,0.003339096,221,8.46,0.341,0,1.672,0.092,0
1508435100,7502,12.62,6.613,37,0.872,1.3,0.289,15,0,0,0,0,0,0,0,9.13,0.244,71.98,1.407,0,0,0,0,0,0.18,5.026,5.026,16.75,5.44,0.193,4.76,0.049,3.867,0.221,12.55,0.05,0,0,2.018,0.002080614,0.01106501,0.002679417,241,4.654,0.341,0,1.706,0,0
1508436000,7503,12.63,6.01,70,1.089,1.59,0.271,15,0,0,0,0,0,0,0,9.23,0.248,72.44,0.551,0,0,0,0,0,0.18,5.025,5.025,16.75,5.193,0.134,4.62,0.04,3.767,0.249,12.52,0.105,0,0,2.029,0.003052182,-0.00353384,0.003465874,220,6.94,0.341,0,1.695,0.043,0
1508436900,7504,12.63,5.503,75,0.851,1.42,0.317,15,0,0,0,0,0,0,0,8.85,0.354,72.18,1.598,0,0,0,0,0,0.18,5.024,5.024,16.75,4.96,0.182,4.507,0.044,3.733,0.249,12.51,0.062,0,0,2.037,0.005149321,-0.00605607,0.004832529,200,14.67,0.341,0,1.684,0.058,0
1508437800,7505,12.62,5.094,66,1.196,1.71,0.364,15,0,0,0,0,0,0,0,6.996,0.547,78.55,1.923,0,0,0,0,0,0.18,5.023,5.024,16.75,4.627,0.208,4.273,0.1,3.633,0.221,12.49,0.106,0,0,2.031,0.00560316,0.0009615421,0.004951082,221,12.89,0.33,0.043,1.706,0,0
1508438700,7506,12.59,4.709,54,1.392,1.69,0.244,15,0,0,0,0,0,0,0,5.863,0.364,73.07,1.502,0,0,0,0,0,0.18,5.023,5.023,16.74,4.333,0.185,3.927,0.1,3.633,0.221,12.45,0.145,0,0,2.043,0.004964737,-0.003383636,0.005010215,192,9.78,0.387,0.132,1.695,0.043,0
1508439600,7507,12.59,4.361,340,1.101,1.9,0.465,15,0,0,0,0,0,0,0,5.562,0.11,74.33,0.435,0,0,0,0,0,0.18,5.022,5.022,16.74,3.92,0.172,3.707,0.025,3.767,0.249,12.48,0.098,0,0,2.037,0.003586411,0.00217104,0.003652605,201,9.08,0.341,0,1.706,0,0
1508440500,7508,12.61,4.028,69,1.083,1.72,0.374,15,0,0,0,0,0,0,0,5.426,0.275,75.43,0.767,0,0,0,0,0,0.18,5.022,5.022,16.74,3.693,0.093,3.613,0.034,3.6,0.2,12.55,0.05,0,0,2.049,0.003279594,-0.007863998,0.003350712,187,8.09,0.341,0,1.695,0.043,0
1508441400,7509,12.59,3.725,71,1.399,2.12,0.354,15,0,0,0,0,0,0,0,4.322,0.204,72.22,1.726,0,0,0,0,0,0.18,5.021,5.021,16.74,3.52,0.16,3.427,0.085,3.6,0.2,12.51,0.102,0,0,2.033,0.005015543,0.0104208,0.004729491,227,11.97,0.341,0,1.707,0,0
1508442300,7510,12.59,3.445,88,0.823,1.18,0.212,15,0,0,0,0,0,0,0,4.477,0.101,75.64,1.127,0,0,0,0,0,0.18,5.02,5.021,16.74,3.267,0.107,3.26,0.049,3.633,0.221,12.52,0.054,0,0,2.042,0.00259402,0.001212358,0.002555862,200,9.28,0.353,0.043,1.707,0,0
1508443200,7511,12.59,3.2,61,1.045,1.43,0.22,15,0,0,0,0,0,0,0,4.221,0.213,78.85,1.114,0,0,0,0,0,0.18,5.02,5.02,16.73,3.08,0.138,3.14,0.061,3.533,0.125,12.5,0.082,0,0,2.033,0.003940678,0.009078741,0.003925782,226,11.12,0.341,0,1.707,0,0
1508444100,7512,12.6,2.94,63,1.178,1.61,0.264,15,0,0,0,0,0,0,0,4.967,0.23,78.1,0.841,0,0,0,0,0,0.18,5.02,5.02,16.73,2.867,0.125,2.88,0.083,3.5,0,12.51,0.057,0,0,2.031,0.002908997,0.009524345,0.002514218,232,8.97,0.341,0,1.707,0,0
1508445000,7513,12.61,2.734,71,1.308,1.86,0.344,15,0,0,0,0,0,0,0,5.462,0.14,75.51,0.746,0,0,0,0,0,0.18,5.02,5.02,16.73,2.673,0.106,2.713,0.034,3.533,0.125,12.43,0.149,0,0,2.028,0.0009977879,0.01067114,0.001087145,242,4.033,0.341,0,1.707,0,0
1508445900,7514,12.6,2.573,62,0.894,1.25,0.257,15,0,0,0,0,0,0,0,5.405,0.08,78.97,1.129,0,0,0,0,0,0.18,5.019,5.019,16.73,2.487,0.131,2.8,0,3.633,0.221,12.5,0.097,0,0,2.027,0.002028711,0.01262212,0.002023336,231,7.162,0.341,0,1.695,0.043,0
1508446800,7515,12.61,2.447,49,1.14,1.87,0.351,15,0,0,0,0,0,0,0,5.285,0.218,74.09,1.691,0,0,0,0,0,0.18,5.019,5.019,16.73,2.48,0.105,2.8,0,3.6,0.2,12.5,0.115,0,0,2.033,0.002286157,0.007945538,0.002757599,215,7.014,0.296,0.132,1.707,0,0
1508447700,7516,12.61,2.339,75,0.792,1.44,0.323,15,0,0,0,0,0,0,0,5.231,0.114,74.04,2.032,0,0,0,0,0,0.18,5.018,5.018,16.73,2.447,0.131,2.8,0,3.553,0.182,12.5,0.097,0,0,2.032,0.001927617,0.008325815,0.002084819,225,5.552,0.341,0,1.695,0.043,0
1508448600,7517,12.6,2.283,46,0.992,1.34,0.232,15,0,0,0,0,0,0,0,4.883,0.202,74.53,0.797,0,0,0,0,0,0.18,5.018,5.018,16.73,2.453,0.102,2.787,0.034,3.6,0.2,12.46,0.136,0,0,2.027,0.003422799,0.01456666,0.003025819,225,8.29,0.341,0,1.695,0.098,0
1508449500,7518,12.6,2.23,51,0.954,1.5,0.294,15,0,0,0,0,0,0,0,5.015,0.222,79.77,1.517,0,0,0,0,0,0.18,5.018,5.018,16.73,2.373,0.173,2.647,0.05,3.5,0,12.48,0.105,0,0,2.031,0.003095505,0.01046753,0.003311065,229,8.39,0.341,0,1.695,0.043,0
1508450400,7519,12.6,2.141,48,1.107,2.14,0.379,15,0,0,0,0,0,0,0,6.546,1.079,77.79,1.22,0,0,0,0,0,0.18,5.018,5.018,16.73,2.127,0.139,2.4,0.082,3.5,0,12.49,0.115,0,0,2.03,0.002712897,-0.0002429485,0.004129308,229,7.428,0.341,0,1.684,0.085,0
1508451300,7520,12.6,2.001,78,1.092,1.9,0.331,15,0,0,0,0,0,0,0,7.732,0.749,84.5,1.773,0,0,0,0,0,0.18,5.018,5.018,16.73,1.987,0.171,2.187,0.081,3.333,0.17,12.51,0.131,0,0,2.041,0.004030966,-0.0196209,0.006055565,207,10.55,0.341,0,1.707,0,0
1508452200,7521,12.6,1.892,60,1.051,2.18,0.477,15,0,0,0,0,0,0,0,17.84,1.657,88.2,0.803,0,0,0,0,0,0.18,5.018,5.018,16.73,1.84,0.114,2.1,0,3.393,0.1,12.39,0.144,0,0,2.032,0.002999249,-0.03848577,0.007010211,223,7.498,0.353,0.043,1.707,0,0
1508453100,7522,12.58,1.79,88,1.206,1.88,0.319,15,0,0,0,0,0,0,0,17.99,0.759,85,1.774,0,0,0,0,0,0.18,5.018,5.018,16.73,1.627,0.112,2.047,0.05,3.5,0,12.39,0.157,0,0,2.033,0.003641715,-0.03859568,0.004718233,226,11.14,0.387,0.116,1.707,0,0
1508454000,7523,12.6,1.717,113,1.279,1.86,0.333,15,0,0,0,0,0,0,0,17.49,0.736,83.9,0.992,0,0,0,0,0,0.18,5.017,5.017,16.72,1.627,0.139,2.127,0.044,3.5,0,12.51,0.081,0,0,2.028,0.00324551,-0.03269768,0.004438062,242,10.56,0.341,0,1.707,0,0
1508454900,7524,12.6,1.651,50,1.202,2.14,0.563,15,0,0,0,0,0,0,0,16.2,1.595,75.63,2.77,0,0,0,0,0,0.18,5.017,5.017,16.72,1.667,0.119,2.213,0.034,3.433,0.094,12.5,0.089,0,0,2.033,0.003492194,-0.01613951,0.006198072,208,11.23,0.341,0,1.707,0,0
1508455800,7525,12.59,1.654,77,0.973,1.7,0.455,15,0,0,0,0,0,0,0,7.464,1.235,70.54,1.642,0,0,0,0,0,0.18,5.017,5.017,16.72,1.76,0.095,2.38,0.04,3.567,0.17,12.46,0.131,0,0,2.029,0.007189508,0.007340908,0.004921277,227,16.59,0.319,0.085,1.695,0.043,0
1508456700,7526,12.6,1.695,34,1.31,1.86,0.294,15,0,0,0,0,0,0,0,6.465,0.194,68,0.557,0,0,0,0,0,0.18,5.016,5.016,16.72,1.867,0.125,2.487,0.034,3.5,0,12.48,0.075,0,0,2.044,0.006248886,-0.007770777,0.006318058,198,14.07,0.307,0.128,1.707,0,0
1508457600,7527,12.59,1.747,62,1.117,1.7,0.233,15,0,0,0,0,0,0,0,6.417,0.261,70.87,1.658,0,0,0,0,0,0.18,5.016,5.016,16.72,1.893,0.112,2.56,0.049,3.567,0.17,12.52,0.098,0,0,2.038,0.0045343,-0.0006940365,0.004855799,209,12.39,0.341,0,1.707,0,0
1508458500,7528,12.6,1.743,59,1.12,1.45,0.191,15,0,0,0,0,0,0,0,6.305,0.177,66.46,0.722,0,0,0,0,0,0.18,5.016,5.016,16.72,1.947,0.115,2.5,0,3.46,0.08,12.49,0.12,0,0,2.031,0.004348194,0.004816055,0.004270529,228,13.62,0.341,0,1.707,0,0
1508459400,7529,12.6,1.764,55,1.193,1.75,0.335,15,0,0,0,0,0,0,0,6.317,0.128,67.01,0.473,0,0,0,0,0,0.18,5.016,5.016,16.72,1.847,0.109,2.56,0.049,3.5,0,12.49,0.12,0,0,2.037,0.007526553,2.861023e-06,0.007496354,202,19.61,0.341,0,1.695,0.043,0
1508460300,7530,12.6,1.797,70,0.842,1.42,0.31,15,0,0,0,0,0,0,0,6.246,0.199,68.83,1.349,0,0,0,0,0,0.18,5.016,5.016,16.72,1.9,0.126,2.573,0.044,3.5,0,12.49,0.109,0,0,2.027,0.008172025,0.009677172,0.00813916,235,18.63,0.353,0.043,1.718,0.043,0
1508461200,7531,12.62,1.798,58,1.187,1.58,0.233,15,0,0,0,0,0,0,0,6.348,0.159,66.8,0.711,0,0,0,0,0,0.18,5.016,5.016,16.72,1.9,0.121,2.5,0,3.5,0,12.49,0.044,0,0,2.043,0.005767343,-0.007390022,0.006017596,196,16.84,0.341,0,1.707,0,0
1508462100,7532,12.6,1.797,43,1.029,1.71,0.313,15,0,0,0,0,0,0,0,6.116,0.205,67.42,1.096,0,0,0,0,0,0.18,5.016,5.016,16.72,1.9,0.163,2.48,0.04,3.48,0.164,12.47,0.085,0,0,2.044,0.00651971,-0.007833958,0.006973556,177,16.61,0.364,0.085,1.707,0,0
1508463000,7533,12.61,1.818,32,1.015,1.56,0.357,15,0,0,0,0,0,0,0,6.232,0.245,63.25,1.165,0,0,0,0,0,0.18,5.015,5.016,16.72,1.887,0.15,2.56,0.049,3.5,0,12.52,0.098,0,0,2.031,0.005953138,0.007325649,0.006565213,213,13.99,0.341,0,1.707,0,0
1508463900,7534,12.6,1.911,70,0.788,1.42,0.38,15,0,0,0,0,0,0,0,5.494,0.51,64.65,1.978,0,0,0,0,0,0.18,5.016,5.015,16.72,1.927,0.106,2.713,0.081,3.633,0.221,12.51,0.057,0,0,2.039,0.005930682,0.003909826,0.005617632,196,14.93,0.341,0,1.695,0.043,0
1508464800,7535,12.62,2.05,45,1.392,2.19,0.375,15,0,0,0,0,0,0,0,4.624,0.103,65.8,1.014,0,0,0,0,0,0.18,5.015,5.015,16.72,2.167,0.119,2.913,0.05,3.6,0.2,12.47,0.119,0,0,2.022,0.006216827,0.02130294,0.006325508,248,17.38,0.341,0,1.707,0,0
1508465700,7536,12.58,2.144,77,1.231,2.28,0.475,15,0,0,0,0,0,0,0,4.664,0.203,64.45,1.726,0,0,0,0,0,0.18,5.016,5.015,16.72,2.18,0.105,2.96,0.049,3.5,0,12.48,0.065,0,0,2.032,0.008009996,0.009772539,0.008019632,214,19.71,0.341,0,1.695,0.043,0
1508466600,7537,12.6,2.247,47,0.78,1.24,0.283,15,0,0,0,0,0,0,0,4.598,0.15,64.55,1.404,0,0,0,0,0,0.18,5.015,5.015,16.72,2.273,0.077,3,0,3.667,0.236,12.45,0.136,0,0,2.037,0.007169066,0.006179333,0.007200426,204,17.81,0.341,0,1.718,0.043,0
1508467500,7538,12.58,2.338,13,1.2,1.87,0.43,15,0,0,0,0,0,0,0,4.383,0.123,66.56,1.575,0,0,0,0,0,0.18,5.015,5.015,16.72,2.273,0.139,3,0,3.667,0.236,12.47,0.106,0,0,2.036,0.004996,0.008007765,0.005271417,204,14.12,0.375,0.092,1.695,0.043,0
1508468400,7539,12.62,2.416,63,1.161,1.88,0.433,15,0,0,0,0,0,0,0,4.353,0.142,67.81,1.832,0,0,0,0,0,0.18,5.016,5.016,16.72,2.32,0.117,2.907,0.025,3.667,0.236,12.55,0.05,0,0,2.03,0.004795367,0.01317406,0.004698403,223,12.83,0.341,0,1.707,0,0
1508469300,7540,12.59,2.486,35,1.267,2.31,0.446,15,0,0,0,0,0,0,0,5.516,0.682,64.11,1.325,0,0,0,0,0,0.18,5.015,5.016,16.72,2.293,0.118,3.06,0.088,3.733,0.249,12.5,0.097,0,0,2.043,0.00752476,-0.007074594,0.008187396,187,16.42,0.341,0,1.695,0.043,0
1508470200,7541,12.62,2.724,92,0.843,1.56,0.291,15,0,0,0,0,0,0,0,6.644,0.225,65.01,0.704,0,0,0,0,0,0.18,5.015,5.015,16.72,2.547,0.12,3.493,0.134,3.833,0.236,12.53,0.047,0,0,2.038,0.004800913,-0.001323462,0.004764314,193,12.43,0.341,0,1.718,0.043,0
1508471100,7542,12.55,2.952,69,1.26,2.19,0.559,15,0,0,0,0,0,0,0,6.23,0.128,62.91,1.613,0,0,0,0,0,0.18,5.015,5.015,16.72,2.873,0.129,3.787,0.062,3.767,0.249,12.53,0.068,0,0,2.017,0.00727065,0.0196054,0.007330967,242,18.38,0.341,0,1.707,0,0
1508472000,7543,12.63,3.144,32,1.022,2.14,0.47,15,0,0,0,0,0,0,0,7.495,0.652,63.41,0.635,0,0,0,0,0,0.18,5.015,5.015,16.72,3.013,0.163,3.973,0.077,3.9,0.2,12.51,0.034,0,0,2.026,0.007273722,0.004315615,0.007884939,211,17.82,0.341,0,1.707,0,0
1508472900,7544,12.58,3.345,76,1.113,2.06,0.467,15,0,0,0,0,0,0,0,7.918,0.109,63.9,0.434,0,0,0,0,0,0.18,5.015,5.015,16.72,3.3,0.155,4.227,0.085,3.833,0.236,12.49,0.131,0,0,2.033,0.006523815,-0.00178194,0.006551303,187,15.63,0.341,0,1.707,0,0
1508473800,7545,12.62,3.562,51,1.042,1.8,0.37,15,0,0,0,0,0,0,0,7.509,0.266,67.82,1.539,0,0,0,0,0,0.18,5.015,5.015,16.72,3.513,0.12,4.46,0.049,3.767,0.249,12.53,0.101,0,0,2.036,0.007274325,-0.001112461,0.007256412,190,19.2,0.341,0,1.707,0,0
1508474700,7546,12.57,3.666,73,1.201,1.87,0.411,15,0,0,0,0,0,0,0,6.564,0.333,73.26,2.125,0,0,0,0,0,0.18,5.015,5.015,16.72,3.587,0.159,4.393,0.093,3.7,0.245,12.5,0.063,0,0,2.042,0.006557109,-0.00660634,0.006663587,186,15.3,0.307,0.128,1.695,0.043,0
1508475600,7547,12.53,3.66,66,1.181,1.98,0.405,15,0,0,0,0,0,0,0,6.247,0.181,75.04,0.831,0,0,0,0,0,0.18,5.016,5.016,16.72,3.46,0.131,4.04,0.108,3.667,0.236,12.53,0.068,0,0,2.029,0.004208994,0.008546829,0.004289305,209,10.17,0.341,0,1.707,0,0
1508476500,7548,12.62,3.58,337,0.963,1.77,0.353,15,0,0,0,0,0,0,0,6.803,0.254,70.45,1.415,0,0,0,0,0,0.18,5.016,5.016,16.72,3.267,0.162,3.9,0,3.733,0.249,12.5,0.097,0,0,2.02,0.006389574,0.01396394,0.006760684,238,15.07,0.341,0,1.707,0,0
1508477400,7549,12.61,3.597,67,0.843,1.99,0.5,15,0,0,0,0,0,0,0,6.728,0.318,73.61,1.523,0,0,0,0,0,0.18,5.016,5.016,16.72,3.347,0.115,3.953,0.05,3.7,0.245,12.47,0.125,0,0,2.04,0.004425175,-0.003582001,0.004129154,190,11.51,0.341,0,1.695,0.043,0
1508478300,7550,12.58,3.569,104,0.822,1.74,0.392,15,0,0,0,0,0,0,0,6.601,0.209,72.16,0.379,0,0,0,0,0,0.18,5.016,5.016,16.72,3.327,0.184,3.9,0,3.7,0.245,12.53,0.06,0,0,2.042,0.004945961,-0.005104542,0.004713625,180,10.66,3.447,1.972,4.358,1.914,0
1508479200,7551,12.62,3.539,83,1.193,2.46,0.592,15,0,0,0,0,0,0,0,6.284,0.271,76.99,1.325,0,0,0,0,0,0.18,5.017,5.016,16.72,3.207,0.077,3.807,0.025,3.833,0.236,12.51,0.102,0,0,2.038,0.004664728,0.0003221035,0.005086639,196,12.33,13.85,3.641,14.79,3.556,0
1508480100,7552,12.62,3.47,62,0.915,1.6,0.447,15,0,0,0,0,0,0,0,5.397,0.497,77.24,1.101,0,0,0,0,0,0.18,5.017,5.017,16.72,3.14,0.102,3.72,0.054,3.7,0.245,12.47,0.145,0,0,2.042,0.005049091,0.001653671,0.004855342,184,11.57,24.46,1.826,25.03,2.135,0
1508481000,7553,12.59,3.389,56,0.765,1.77,0.342,15,0,0,0,0,0,0,0,4.664,0.252,75.13,0.918,0,0,0,0,0,0.18,5.017,5.017,16.72,2.993,0.157,3.513,0.072,3.667,0.236,12.5,0.103,0,0,2.035,0.003964287,0.005995035,0.004023974,200,7.069,31.71,2.227,32.23,2.278,0
1508481900,7554,12.62,3.336,52,1.026,2.02,0.432,15,0,0,0,0,0,0,0,5.288,0.119,72.49,0.833,0,0,0,0,0,0.18,5.017,5.017,16.72,2.867,0.101,3.46,0.049,3.767,0.249,12.52,0.098,0,0,2.033,0.003283653,0.007066965,0.003336379,191,10.58,38.87,1.53,39.07,1.473,0
1508482800,7555,12.63,3.34,72,0.937,1.77,0.402,15,0,0,0,0,0,0,0,5.401,0.095,73.49,0.732,0,0,0,0,0,0.18,5.017,5.017,16.72,2.9,0.103,3.62,0.054,3.667,0.236,12.46,0.14,0,0,2.037,0.003222171,0.00340414,0.003320288,195,7.136,43.35,1.429,43.11,1.442,0
1508483700,7556,12.62,3.334,89,0.933,1.95,0.373,15,0,0,0,0,0,0,0,5.235,0.162,72.04,1.209,0,0,0,0,0,0.18,5.017,5.017,16.72,3.033,0.149,3.7,0,3.667,0.236,12.49,0.145,0,0,2.042,0.003630739,-0.00221324,0.003947156,192,5.488,47.69,1.101,47.69,1.031,0
1508484600,7557,12.62,3.357,79,1.232,2.06,0.515,15,0,0,0,0,0,0,0,4.814,0.206,74.57,1.129,0,0,0,0,0,0.18,5.018,5.017,16.72,2.96,0.102,3.68,0.04,3.7,0.245,12.5,0.073,0,0,2.043,0.002712935,-0.0003752708,0.00281601,184,5.438,52.16,1.097,51.36,0.904,0
1508485500,7558,12.62,3.347,61,1.328,1.79,0.346,15,0,0,0,0,0,0,0,4.394,0.178,77.5,1.279,0,0,0,0,0,0.18,5.018,5.018,16.73,2.953,0.145,3.547,0.062,3.533,0.125,12.49,0.106,0,0,2.036,0.002847198,0.008456707,0.00285284,201,4.95,55.62,0.858,53.99,0.835,0
1508486400,7559,12.58,3.292,87,1.333,2.28,0.417,15,0,0,0,0,0,0,0,4.229,0.282,73.34,1.588,0,0,0,0,0,0.18,5.018,5.018,16.73,2.82,0.117,3.307,0.068,3.667,0.236,12.46,0.108,0,0,2.04,0.002847216,0.003723383,0.003431159,189,6.185,58.43,0.783,57.2,1.188,0
1508487300,7560,12.62,3.206,79,1.159,1.97,0.555,15,0,0,0,0,0,0,0,4.27,0.295,70.69,2.689,0,0,0,0,0,0.18,5.018,5.018,16.73,2.633,0.107,3.2,0,3.667,0.236,12.52,0.065,0,0,2.039,0.002985894,0.004225492,0.002811926,196,6.101,61.85,1.266,60.43,0.921,0
1508488200,7561,12.58,3.185,81,1.431,2.2,0.433,15,0,0,0,0,0,0,0,4.341,0.298,73.31,2.066,0,0,0,0,0,0.18,5.018,5.018,16.73,2.64,0.088,3.2,0,3.6,0.2,12.49,0.102,0,0,2.042,0.003213835,0.003861427,0.00298528,200,4.977,66.11,1.483,64.23,1.16,0
1508489100,7562,12.61,3.177,74,2.138,2.72,0.397,15,0,0,0,0,0,0,0,4.595,0.337,66.99,2.585,0,0,0,0,0,0.18,5.018,5.018,16.73,2.547,0.178,3.287,0.062,3.633,0.221,12.49,0.1,0,0,2.047,0.003612325,-0.003459215,0.004595256,188,6.613,71.78,1.603,69.08,1.843,0
1508490000,7563,12.62,3.225,53,1.415,2.56,0.556,15,0,0,0,0,0,0,0,4.493,0.347,56.14,4.74,0,0,0,0,0,0.18,5.018,5.018,16.73,2.647,0.088,3.42,0.04,3.733,0.249,12.48,0.122,0,0,2.044,0.00310843,-0.002587795,0.00310948,188,4.772,76.32,2.109,74.05,2.45,0
1508490900,7564,12.61,3.505,140,0.807,1.33,0.241,15,0,0,0,0,0,0,0,6.856,1.272,56.13,2.244,0,0,0,0,0,0.18,5.017,5.018,16.73,2.807,0.144,3.653,0.154,4.44,0.975,12.48,0.122,0,0,2.037,0.002388887,-0.007842064,0.004802034,185,5.77,578.5,342.1,98.1,9.72,12
1508491800,7565,12.61,7.138,106,0.471,1.07,0.27,15,0,0,0,0,0,0,0,8.63,0.298,46.09,5.344,0,0,0,0,0,0.18,5.016,5.016,16.72,3.547,0.381,5.127,0.722,10.4,2.029,12.55,0.05,0,0,2.01,0.009699931,0.0159719,0.00953369,232,19.02,951,14.98,107.4,0.681,15
1508492700,7566,12.62,12.54,181,0.644,1.66,0.457,15,0,0,0,0,0,0,0,10.08,0.396,36.19,4.085,0,0,0,0,0,0.18,5.014,5.015,16.72,5.227,0.572,7.913,0.777,16.1,1.145,12.57,0.044,0,0,2.033,0.00799058,-0.008951426,0.008057264,172,24.2,998,11.61,109.8,0.968,15
1508493600,7567,12.63,16.47,252,0.834,1.4,0.221,15,0,0,0,0,0,0,0,10.87,0.374,34.47,1.653,0,0,0,0,0,0.18,5.014,5.014,16.71,7.38,0.622,10.43,0.743,19.03,0.708,12.58,0.04,0,0,2.013,0.005324987,0.008076906,0.005362113,221,14.97,1032,9.24,114.5,1.028,15
1508494500,7568,12.62,18.93,220,1.046,1.7,0.252,15,0,0,0,0,0,0,0,10.89,0.216,33.18,1.752,0,0,0,0,0,0.18,5.013,5.013,16.71,9.55,0.521,12.7,0.535,20.54,0.416,12.57,0.044,0,0,2.032,0.006648002,-0.01285648,0.007347765,171,17.16,1069,10.36,118.3,2.151,15
1508495400,7569,12.62,20.42,177,0.974,1.49,0.254,15,0,0,0,0,0,0,0,11.99,0.372,34.59,2.012,0,0,0,0,0,0.18,5.014,5.013,16.71,11.32,0.462,14.24,0.359,21.36,0.196,12.59,0.034,0,0,2.021,0.005926949,-0.007360697,0.006382694,172,15.12,1095,5.069,122.3,0.913,15
1508496300,7570,12.63,21.52,218,1.425,3.02,0.715,15,0,0,0,0,0,0,0,13.97,0.278,41.31,2.876,0,0,0,0,0,0.18,5.014,5.014,16.71,12.76,0.35,15.24,0.209,21.93,0.236,12.59,0.025,0,0,2.018,0.003586394,-0.009761333,0.003189482,175,4.404,1111,2.542,121.2,0.797,15
1508497200,7571,12.62,21.77,232,2.078,2.75,0.623,15,0,0,0,0,0,0,0,13.94,0.27,39.28,0.724,0,0,0,0,0,0.18,5.014,5.014,16.71,13.63,0.27,15.77,0.094,20.97,0.269,12.59,0.025,0,0,2.021,0.00257854,-0.01302218,0.0024462,180,6.742,1114,1.365,118.1,1.168,15
1508498100,7572,12.61,21.65,213,1.785,2.65,0.573,15,0,0,0,0,0,0,0,14.17,0.092,38.55,1.566,0,0,0,0,0,0.18,5.014,5.014,16.71,14.39,0.243,16.34,0.233,21.57,0.36,12.59,0.034,0,0,2.022,0.00315808,-0.01410937,0.003196253,180,4,1112,2.131,116.2,0.769,15
1508499000,7573,12.63,21.84,235,1.383,2.2,0.499,15,0,0,0,0,0,0,0,14.44,0.138,32.74,2.051,0,0,0,0,0,0.18,5.014,5.014,16.71,15.37,0.322,17.12,0.19,22.64,0.258,12.59,0.034,0,0,2.017,0.002909013,-0.01014447,0.003021642,185,5.748,1108,3.693,116.6,0.662,15
1508499900,7574,12.63,22.08,211,2.119,2.94,0.437,15,0,0,0,0,0,0,0,14.27,0.338,33.79,0.613,0,0,0,0,0,0.18,5.013,5.014,16.71,16.17,0.267,17.61,0.112,23.07,0.166,12.6,0,0,0,2.016,0.003923686,-0.006540537,0.004897072,178,6.428,1109,3.648,118.5,0.497,15
1508500800,7575,12.62,21.98,210,2.079,3.05,0.684,15,0,0,0,0,0,0,0,14.03,0.154,31.58,1.332,0,0,0,0,0,0.18,5.014,5.014,16.71,16.57,0.17,17.75,0.05,22.64,0.196,12.59,0.025,0,0,2.012,0.003295799,-0.003352165,0.00318207,188,5.121,1089,8.19,120.9,1.313,15
