TOA5,HiResAlp_P2 IP,CR1000,E8795,CR1000.Std.27.04,CPU:P2_Hourly_171031.CR1,17058,P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Batt_V_Min,T_Log_Avg,Wind_Dir,Wind_Speed_Avg,Wind_Speed_Max,Wind_Speed_Std,Wind_SmplsF_Tot,Wind_Diag1F_Tot,Wind_Diag2F_Tot,Wind_Diag4F_Tot,Wind_Diag8F_Tot,Wind_Diag9F_Tot,Wind_Diag10F_Tot,Wind_NNDF_Tot,T_air_Avg,T_air_Std,RH_Avg,RH_Std,Surf_Tbody_Avg,Surf_Tbody_Std,Surf_T0_Avg,Surf_T0_Std,Surf_T_Avg,Surf_T_Std,Precip_T_Int15_Tot,SWC_P_A_02_Avg,SWC_P_A_02_Std,SWC_WC_A_02_Avg,SWC_WC_A_02_Std,SWC_ST_A_02_Avg,SWC_ST_A_02_Std,SWC_P_A_05_Avg,SWC_P_A_05_Std,SWC_WC_A_05_Avg,SWC_WC_A_05_Std,SWC_ST_A_05_Avg,SWC_ST_A_05_Std,SWC_P_A_20_Avg,SWC_P_A_20_Std,SWC_WC_A_20_Avg,SWC_WC_A_20_Std,SWC_ST_A_20_Avg,SWC_ST_A_20_Std,SWC_P_B_02_Avg,SWC_P_B_02_Std,SWC_WC_B_02_Avg,SWC_WC_B_02_Std,SWC_ST_B_02_Avg,SWC_ST_B_02_Std,SWC_P_B_05_Avg,SWC_P_B_05_Std,SWC_WC_B_05_Avg,SWC_WC_B_05_Std,SWC_ST_B_05_Avg,SWC_ST_B_05_Std,SWC_P_B_20_Avg,SWC_P_B_20_Std,SWC_WC_B_20_Avg,SWC_WC_B_20_Std,SWC_ST_B_20_Avg,SWC_ST_B_20_Std,SWC_P_C_02_Avg,SWC_P_C_02_Std,SWC_WC_C_02_Avg,SWC_WC_C_02_Std,SWC_ST_C_02_Avg,SWC_ST_C_02_Std,SWC_P_C_05_Avg,SWC_P_C_05_Std,SWC_WC_C_05_Avg,SWC_WC_C_05_Std,SWC_ST_C_05_Avg,SWC_ST_C_05_Std,SWC_P_C_20_Avg,SWC_P_C_20_Std,SWC_WC_C_20_Avg,SWC_WC_C_20_Std,SWC_ST_C_20_Avg,SWC_ST_C_20_Std,PAR_Up_Avg,PAR_Up_Std,PAR_Soil_In_Avg,PAR_Soil_In_Std,PAR_Soil_Out_Avg,PAR_Soil_Out_Std,NDVI_Down_Red_Avg,NDVI_Down_Red_Std,NDVI_Down_NIR_Avg,NDVI_Down_NIR_Std,NDVI_Down_Tilt_Avg,PRI_Down_Green_Avg,PRI_Down_Green_Std,PRI_Down_Yellow_Avg,PRI_Down_Yellow_Std,PRI_Down_Tilt_Avg
2017-11-01 09:45:00,97,13.46,12.61,194,1.408,2.53,0.599,15,0,0,0,0,0,0,0,9.7,0.277,35.59,1.598,12.81,0.261,13.54,1.359,13.67,1.318,0,5.585713,0.001,0.09368666,0,6.432,0.095,5.519693,0.007,0.09212666,0,6.227,0.054,7.6816,0.001,0.1408,0,7.288,0.02,8.499586,0.001,0.1580933,0,4.313,0.066,5.196533,0.001,0.08449999,0,5.781,0.026,6.79506,0.001,0.1213867,0,7.006,0.018,5.73222,0.002,0.09711999,0,5.593,0.068,0,0,NaN,NaN,0,0,5.885733,0.001,0.1006933,0,7.291,0.02,567.5,144.2,29.58,6.901,109.7,29.67,0.0143,0.004,0.02616667,0.007,1,0.01238667,0.003,0.01273333,0.003,1
2017-11-01 10:00:00,98,13.57,14.44,200,1.479,2.51,0.559,15,0,0,0,0,0,0,0,10.29,0.165,33.24,1.367,14,0.405,17.02,0.905,17.04,0.851,0,5.584746,0.001,0.09366667,0,6.871,0.153,5.52588,0.008,0.09228667,0,6.416,0.056,7.681633,0.001,0.1408,0,7.288,0.016,8.532673,0.001,0.1587933,0,4.493,0.059,5.196273,0.001,0.08449332,0,5.803,0.021,6.79532,0.001,0.12138,0,7.009,0.018,5.7314,0.002,0.09710667,0,5.855,0.083,0,0,NaN,NaN,0,0,5.885553,0.001,0.1006867,0,7.28,0.023,694,187.4,41.41,6.812,144.3,28.24,0.01734667,0.006,0.03238,0.01,1,0.01484,0.005,0.01584,0.005,1
2017-11-01 10:15:00,99,13.13,15.81,126,0.92,1.45,0.304,15,0,0,0,0,0,0,0,9.98,0.139,34.67,0.955,14.16,0.218,14.53,0.193,14.68,0.192,0,5.5836,0.001,0.09363999,0,7.419,0.131,5.525546,0.005,0.09229333,0,6.645,0.074,7.682113,0.001,0.1408,0,7.276,0.017,8.531219,0.001,0.1587533,0,4.754,0.086,5.195819,0.001,0.08448,0,5.848,0.02,6.795173,0.001,0.1213867,0,7.007,0.024,5.730253,0.002,0.09707999,0,6.186,0.097,0,0,NaN,NaN,0,0,5.885153,0.001,0.1006867,0,7.268,0.019,343.1,12.38,25.71,2.11,85.1,4.03,0.00726,0,0.01434,0.001,1,0.006386667,0,0.006633333,0,1
2017-11-01 10:30:00,100,13.32,15.56,185,1.325,2.12,0.537,15,0,0,0,0,0,0,0,10.33,0.115,35.2,0.593,13.57,0.243,14.09,0.337,14.24,0.332,0,5.583173,0.001,0.09361999,0,7.714,0.058,5.5283,0.004,0.09234666,0,6.889,0.062,7.68126,0.001,0.1408,0,7.281,0.016,8.545053,0.016,0.15904,0,5.028,0.07,5.196393,0.001,0.08449332,0,5.893,0.021,6.7947,0.001,0.1213733,0,6.998,0.014,5.730133,0.001,0.09707332,0,6.519,0.085,0,0,NaN,NaN,0,0,5.884933,0.001,0.1006867,0,7.274,0.015,348.5,12.89,26.84,1.16,87.4,2.429,0.007366667,0,0.01442667,0.001,1,0.006733333,0.001,0.00692,0.001,1
2017-11-01 10:45:00,101,13.32,15.33,172,1.003,2.14,0.56,15,0,0,0,0,0,0,0,9.98,0.183,35.99,1.406,13.49,0.192,14.47,0.472,14.59,0.46,0,5.582713,0.001,0.09361333,0,7.886,0.043,5.529593,0.006,0.09237333,0,7.064,0.038,7.681593,0.001,0.1408,0,7.295,0.02,8.560366,0.001,0.1593667,0,5.295,0.08,5.1955,0.001,0.08446667,0,5.945,0.039,6.79528,0.001,0.1213867,0,7,0.016,5.729233,0.001,0.09704666,0,6.805,0.082,0,0,NaN,NaN,0,0,5.885293,0.001,0.1006867,0,7.276,0.013,372.6,27.41,30.48,3.833,98.9,8.81,0.007626667,0.001,0.01508667,0.001,1,0.006846666,0.001,0.007066667,0.001,1
2017-11-01 11:00:00,102,13.18,15.21,185,1.052,1.61,0.364,15,0,0,0,0,0,0,0,10.47,0.226,35.95,1.782,14.32,0.211,15.72,0.169,15.83,0.164,0,5.582273,0.001,0.0936,0,8.06,0.062,5.531266,0.005,0.09242,0,7.212,0.05,7.68164,0.001,0.1408,0,7.302,0.017,8.583759,0.014,0.1598333,0,5.524,0.07,5.195533,0.001,0.08447333,0,6.005,0.021,6.79524,0.001,0.1213733,0,6.994,0.024,5.7288,0.002,0.09703334,0,7.05,0.079,0,0,NaN,NaN,0,0,5.885126,0.001,0.1006933,0,7.286,0.019,437.6,10.82,38.21,2.228,114.4,4.291,0.00932,0,0.01776,0.001,1,0.008459999,0,0.008519999,0.001,1
2017-11-01 11:15:00,103,13,15.33,186,0.853,1.49,0.358,15,0,0,0,0,0,0,0,10.35,0.161,35.58,1.196,14.55,0.15,16.29,0.302,16.38,0.293,0,5.58186,0.001,0.0936,0,8.3,0.073,5.516867,0.011,0.09207333,0,7.348,0.052,7.681833,0.001,0.1408,0,7.321,0.016,8.591153,0.001,0.16,0,5.769,0.076,5.195886,0.001,0.08448,0,6.066,0.033,6.795333,0.001,0.1213867,0,6.997,0.016,5.746493,0.014,0.09745333,0,7.335,0.081,0,0,NaN,NaN,0,0,5.861953,0.012,0.10014,0,7.295,0.016,474.7,10.93,40.95,2.787,122.2,4.86,0.0101,0,0.01902667,0.001,1,0.008913334,0,0.009486666,0,1
2017-11-01 11:30:00,104,13.32,15.4,169,1.569,2.28,0.445,15,0,0,0,0,0,0,0,10.76,0.039,35.02,0.834,14.39,0.301,16.32,0.32,16.39,0.315,0,5.590366,0.014,0.09379999,0,8.54,0.08,5.50548,0.005,0.0918,0,7.503,0.059,7.66884,0.016,0.14052,0,7.343,0.023,8.621186,0.008,0.1606266,0,6.028,0.08,5.19568,0.001,0.08448,0,6.138,0.027,6.795566,0.001,0.1213867,0,6.996,0.013,5.756094,0.001,0.09768666,0,7.614,0.083,0,0,NaN,NaN,0,0,5.85574,0.001,0.1,0,7.312,0.016,507.3,21.1,46.63,2.692,133.8,6.849,0.01110667,0.001,0.02062667,0.001,1,0.009959999,0.001,0.01020667,0.001,1
2017-11-01 11:45:00,105,13.48,15.57,146,1.525,2.42,0.37,15,0,0,0,0,0,0,0,10.96,0.107,35.81,0.964,14.21,0.136,16.34,0.574,16.4,0.548,0,5.609426,0.001,0.09425333,0,8.81,0.075,5.507746,0.004,0.09186666,0,7.658,0.051,7.649374,0.001,0.1401067,0,7.357,0.027,8.62144,0.001,0.1606067,0,6.289,0.072,5.194566,0.001,0.08443332,0,6.208,0.028,6.795173,0.001,0.1213867,0,7.006,0.032,5.766873,0.015,0.09793999,0,7.897,0.078,0,0,NaN,NaN,0,0,5.85606,0.001,0.1,0,7.333,0.025,503.8,38.35,46.86,4.57,129,10.43,0.01128,0.001,0.0209,0.002,1,0.01002667,0.001,0.01024667,0.001,1
2017-11-01 12:00:00,106,13.43,15.95,280,1.304,2.17,0.466,15,0,0,0,0,0,0,0,11.56,0.102,37.71,1.384,15.51,0.439,19.09,0.666,19.05,0.626,0,5.6089,0.001,0.09423999,0,9.06,0.091,5.50582,0.006,0.09181999,0,7.811,0.053,7.649119,0.001,0.1401,0,7.388,0.017,8.649899,0.011,0.1612133,0,6.531,0.077,5.195066,0.001,0.08446667,0,6.273,0.027,6.79506,0.001,0.1213733,0,7.007,0.03,5.783186,0.002,0.09830666,0,8.16,0.083,0,0,NaN,NaN,0,0,5.855453,0.001,0.09998666,0,7.35,0.013,659.5,61.37,60.95,5.117,173.5,15.2,0.01595333,0.003,0.02879333,0.004,1,0.01395333,0.003,0.01468667,0.003,1
2017-11-01 12:15:00,107,13.19,16.56,252,1.572,2.33,0.35,15,0,0,0,0,0,0,0,11.6,0.036,39.68,0.599,15.8,0.038,19.27,0.556,19.23,0.516,0,5.607933,0.001,0.0942,0,9.47,0.117,5.51378,0.007,0.09201333,0,7.991,0.065,7.649374,0.001,0.1401,0,7.414,0.016,8.656773,0.011,0.1613467,0,6.818,0.09,5.194127,0.001,0.08442666,0,6.338,0.026,6.791167,0.01,0.1213,0,7.013,0.023,5.78272,0.002,0.0983,0,8.48,0.089,0,0,NaN,NaN,0,0,5.855279,0.001,0.09998666,0,7.38,0.019,628.6,54.59,57.99,6.228,166.2,14.23,0.01531333,0.003,0.02791333,0.005,1,0.01320667,0.003,0.01413333,0.003,1
2017-11-01 12:30:00,108,13.59,16.82,264,1.122,2.15,0.404,15,0,0,0,0,0,0,0,11.81,0.125,40.59,1.251,15.63,0.044,18.24,0.231,18.26,0.217,0,5.6076,0.001,0.0942,0,9.9,0.113,5.510793,0.008,0.09192666,0,8.22,0.07,7.648873,0.001,0.1401,0,7.439,0.025,8.684154,0.001,0.1619067,0,7.094,0.081,5.19432,0.001,0.08443999,0,6.418,0.03,6.764906,0.001,0.1206933,0,7.013,0.019,5.78194,0.002,0.09828667,0,8.79,0.087,0,0,NaN,NaN,0,0,5.855353,0.001,0.09998,0,7.41,0.019,545.8,10.5,48.44,2.553,144.2,3.832,0.01192,0,0.02237333,0,1,0.01048667,0,0.01096,0,1
2017-11-01 12:45:00,109,13.52,16.97,180,1.414,2.04,0.335,15,0,0,0,0,0,0,0,12.1,0.116,40.46,1.096,15.51,0.101,17.58,0.252,17.65,0.242,0,5.606534,0.002,0.09418,0,10.2,0.075,5.504653,0.012,0.09178666,0,8.45,0.066,7.64958,0.001,0.1401,0,7.48,0.021,8.696573,0.016,0.16218,0,7.367,0.064,5.193393,0.001,0.08440666,0,6.503,0.032,6.764273,0.001,0.1206867,0,7.02,0.017,5.78094,0.002,0.09825333,0,9.05,0.068,0,0,NaN,NaN,0,0,5.855493,0.001,0.1,0,7.445,0.021,486,13.98,41.62,1.365,129.6,2.787,0.01037333,0,0.01967333,0.001,1,0.009193333,0,0.009593333,0,1
2017-11-01 13:00:00,110,13.22,16.96,187,1.3,1.83,0.355,15,0,0,0,0,0,0,0,12.05,0.03,40.43,0.858,15.56,0.055,16.94,0.495,17.04,0.471,0,5.60676,0.002,0.09418666,0,10.38,0.036,5.503233,0.014,0.09175999,0,8.66,0.051,7.649687,0.001,0.1401,0,7.51,0.02,8.716166,0.001,0.1625933,0,7.58,0.052,5.193526,0.001,0.08439999,0,6.58,0.033,6.7646,0.001,0.1206933,0,7.045,0.025,5.780233,0.001,0.09823333,0,9.25,0.057,0,0,NaN,NaN,0,0,5.855533,0.001,0.09999333,0,7.484,0.016,425.7,32.95,37.29,1.956,114.2,10.34,0.008953333,0.001,0.0168,0.001,1,0.007946666,0.001,0.008306666,0.001,1
2017-11-01 13:15:00,111,13.08,17.02,188,1.468,2.35,0.446,15,0,0,0,0,0,0,0,12.76,0.644,39.23,1.101,16.64,1.228,21.49,3.96,21.28,3.715,0,5.606033,0.001,0.09418,0,10.48,0.059,5.504867,0.015,0.09180667,0,8.83,0.04,7.648986,0.001,0.1401,0,7.547,0.022,8.715033,0.001,0.16256,0,7.743,0.046,5.19352,0.001,0.08440666,0,6.661,0.025,6.764793,0.001,0.1207,0,7.037,0.022,5.78054,0.001,0.09825333,0,9.41,0.038,0,0,NaN,NaN,0,0,5.855486,0.001,0.09998666,0,7.514,0.02,866,266.6,86.9,33.33,177.8,49.84,0.02718,0.01,0.04818,0.019,1,0.02329333,0.009,0.02438,0.009,1
2017-11-01 13:30:00,112,14.54,18.16,207,1.662,2.79,0.468,15,0,0,0,0,0,0,0,13.77,0.324,38.18,1.391,19.33,0.247,26.5,0.777,26.02,0.701,0,5.605426,0.002,0.09414666,0,11.18,0.319,5.495973,0.008,0.09158,0,9,0.074,7.648806,0.001,0.1401,0,7.591,0.02,8.714633,0.002,0.1625466,0,7.949,0.084,5.193286,0.001,0.08440666,0,6.743,0.033,6.764807,0.001,0.1207,0,7.065,0.024,5.7796,0.001,0.09822,0,9.66,0.127,0,0,NaN,NaN,0,0,5.85566,0.001,0.09999333,0,7.559,0.018,1062,25.47,96.9,8.96,225.1,8.89,0.03366667,0.001,0.06048,0.001,1,0.02852667,0.001,0.02988,0.001,1
2017-11-01 13:45:00,113,14.47,19.28,206,1.309,2.57,0.491,15,0,0,0,0,0,0,0,12.76,0.148,40.36,1.161,18.93,0.152,25.6,1.834,25.19,1.636,0,5.585106,0.014,0.09368,0,12.29,0.291,5.500687,0.006,0.09170666,0,9.35,0.122,7.649153,0.001,0.1401,0,7.632,0.024,8.740039,0.013,0.1630667,0,8.34,0.134,5.193186,0.001,0.08440666,0,6.813,0.027,6.764867,0.001,0.1206933,0,7.068,0.015,5.777067,0.002,0.09817334,0,10.23,0.184,0,0,NaN,NaN,0,0,5.85548,0.001,0.09998666,0,7.606,0.029,952,182.1,69.12,19.27,211.7,41.52,0.02868667,0.007,0.05188,0.013,1,0.02431333,0.005,0.02548667,0.006,1
2017-11-01 14:00:00,114,13.67,19.91,233,1.373,2.25,0.475,15,0,0,0,0,0,0,0,12.67,0.127,41.14,1.179,18.62,0.531,24.47,2.573,24.14,2.328,0,5.58532,0.014,0.09368,0,13.1,0.202,5.5033,0.009,0.09176,0,9.79,0.124,7.649093,0.001,0.1401,0,7.685,0.025,8.75822,0.017,0.16344,0,8.75,0.119,5.193153,0.001,0.08439999,0,6.894,0.03,6.76476,0.001,0.1206933,0,7.087,0.028,5.77608,0.002,0.09815333,0,10.83,0.173,0,0,NaN,NaN,0,0,5.855506,0.001,0.1,0,7.658,0.022,814,219.8,53.65,13.61,182.1,48.07,0.02266,0.008,0.04128666,0.015,1,0.01924667,0.006,0.02017333,0.007,1
2017-11-01 14:15:00,115,13.31,19.99,225,1.311,2,0.498,15,0,0,0,0,0,0,0,12.52,0.325,41.17,1.794,17.09,0.355,21.24,1.981,21.11,1.805,0,5.600833,0.001,0.09404,0,13.49,0.033,5.502913,0.006,0.09174667,0,10.18,0.104,7.6489,0.001,0.1401,0,7.737,0.027,8.77612,0.001,0.1638,0,9.09,0.075,5.19284,0.001,0.08441333,0,6.989,0.03,6.765027,0.001,0.1206933,0,7.119,0.022,5.774806,0.001,0.09811333,0,11.31,0.097,0,0,NaN,NaN,0,0,5.85514,0.001,0.09998666,0,7.707,0.026,637.7,191.4,49.56,7.96,152.8,36.37,0.01730666,0.007,0.03221333,0.014,1,0.01483333,0.006,0.01548667,0.006,1
2017-11-01 14:30:00,116,13.77,20.02,168,1.465,3.04,0.686,15,0,0,0,0,0,0,0,12.84,0.359,40.24,1.083,17.46,0.539,21.99,3.145,21.81,2.881,0,5.600327,0.001,0.09401999,0,13.6,0.062,5.505227,0.009,0.0918,0,10.47,0.072,7.633713,0.017,0.1397733,0,7.786,0.025,8.794367,0.016,0.16418,0,9.32,0.075,5.193167,0.001,0.08440666,0,7.07,0.034,6.764606,0.001,0.1207,0,7.138,0.021,5.774513,0.002,0.09808666,0,11.58,0.078,0,0,NaN,NaN,0,0,5.855373,0.001,0.09998666,0,7.752,0.022,629.5,234,47.51,10.96,146.9,39.09,0.01596,0.007,0.02999333,0.013,1,0.01320667,0.005,0.01405333,0.006,1
2017-11-01 14:45:00,117,13.67,19.67,188,0.667,1.29,0.333,15,0,0,0,0,0,0,0,12.11,0.269,42.95,1.067,16.26,0.109,18.17,0.388,18.24,0.365,0,5.580493,0.013,0.09356666,0,13.6,0.077,5.505066,0.005,0.09179333,0,10.68,0.05,7.616526,0.001,0.1394,0,7.84,0.024,8.774653,0.001,0.1637933,0,9.54,0.045,5.192653,0.001,0.08439333,0,7.156,0.033,6.76476,0.001,0.1207,0,7.142,0.026,5.773373,0.001,0.09808666,0,11.8,0.035,0,0,NaN,NaN,0,0,5.855293,0.001,0.09999333,0,7.81,0.029,392.8,36.63,32.28,1.701,100.9,4.626,0.009306666,0.001,0.01798666,0.003,1,0.008046666,0.001,0.008473333,0.001,1
2017-11-01 15:00:00,118,13.54,19.02,240,1.081,2.8,0.737,15,0,0,0,0,0,0,0,12.41,0.232,42.89,1.294,16.43,0.146,18.26,0.793,18.33,0.745,0,5.58278,0.014,0.09361333,0,13.25,0.106,5.505273,0.006,0.0918,0,10.78,0.027,7.61674,0.001,0.1394,0,7.907,0.02,8.774607,0.001,0.1637867,0,9.64,0.018,5.192353,0.001,0.08439333,0,7.25,0.029,6.738807,0.011,0.1201,0,7.168,0.026,5.773126,0.001,0.09808666,0,11.83,0.017,0,0,NaN,NaN,0,0,5.85574,0.001,0.1,0,7.874,0.026,412.8,76.9,33.42,2.227,96.8,6.075,0.01073333,0.003,0.0207,0.007,1,0.009079999,0.003,0.009579999,0.003,1
2017-11-01 15:15:00,119,13.62,18.74,350,1.132,2,0.509,15,0,0,0,0,0,0,0,12.17,0.412,43.37,1.019,18.18,0.739,22.77,1.475,22.59,1.334,0,5.599967,0.001,0.09400666,0,12.95,0.064,5.510733,0.009,0.09193333,0,10.8,0.019,7.616813,0.001,0.1394,0,7.974,0.02,8.774747,0.001,0.1638,0,9.66,0.025,5.192487,0.001,0.08439999,0,7.331,0.024,6.734726,0.001,0.12002,0,7.195,0.025,5.773966,0.001,0.09809999,0,11.79,0.016,0,0,NaN,NaN,0,0,5.870813,0.014,0.1003533,0,7.927,0.024,673.1,157.3,36.37,5.661,102.1,11.78,0.02202,0.006,0.04294666,0.012,1,0.01727333,0.004,0.01815333,0.005,1
2017-11-01 15:30:00,120,13.38,18.53,57,0.703,1.71,0.329,15,0,0,0,0,0,0,0,10.65,0.351,46.18,1.344,16.65,1.073,16.71,2.146,16.87,2.075,0,5.60034,0.002,0.09403333,0,12.72,0.087,5.508253,0.006,0.09187999,0,10.77,0.032,7.616553,0.001,0.1394,0,8.04,0.023,8.774826,0.001,0.1637867,0,9.77,0.042,5.17936,0.014,0.08407333,0,7.403,0.024,6.734773,0.001,0.1200067,0,7.197,0.023,5.773113,0.001,0.09808666,0,11.93,0.053,0,0,NaN,NaN,0,0,5.883906,0.001,0.1006333,0,8,0.02,314.6,121.2,22.73,4.432,65.93,15.13,0.008433333,0.005,0.01654,0.01,1,0.007153333,0.004,0.007293333,0.004,1
2017-11-01 15:45:00,121,13.33,17.44,197,0.737,1.23,0.3,15,0,0,0,0,0,0,0,9.7,0.3,47.24,1.722,14.79,0.375,16,1.569,16.1,1.506,0,5.574153,0.007,0.09343334,0,12.34,0.127,5.510286,0.006,0.09192666,0,10.72,0.023,7.616493,0.001,0.1394,0,8.11,0.024,8.774906,0.001,0.1637933,0,9.82,0.02,5.17418,0.012,0.08397999,0,7.476,0.022,6.7347,0.001,0.1200067,0,7.242,0.028,5.773119,0.001,0.09808666,0,11.95,0.036,0,0,NaN,NaN,0,0,5.884233,0.001,0.10066,0,8.07,0.031,359,98.3,16.83,1.956,39.56,5.813,0.01287333,0.005,0.02626667,0.01,1,0.01014667,0.003,0.01006667,0.003,1
2017-11-01 16:00:00,122,13.66,16.8,207,1.018,1.57,0.355,15,0,0,0,0,0,0,0,9.57,0.127,45.77,0.985,15.64,0.125,16.67,0.583,16.79,0.558,0,5.5729,0.001,0.0934,0,11.96,0.092,5.509147,0.009,0.09189333,0,10.63,0.037,7.616406,0.001,0.1394,0,8.18,0.029,8.752473,0.016,0.1633267,0,9.75,0.022,5.1845,0.012,0.08421333,0,7.54,0.021,6.734286,0.001,0.1200067,0,7.258,0.02,5.76718,0.011,0.09792666,0,11.84,0.029,0,0,NaN,NaN,0,0,5.884059,0.001,0.1006533,0,8.13,0.025,346.6,39.77,12.96,2.552,28.65,2.728,0.01428,0.002,0.03002667,0.003,1,0.01019333,0.001,0.01084667,0.001,1
2017-11-01 16:15:00,123,13.26,16.43,185,0.597,1.14,0.339,15,0,0,0,0,0,0,0,9.43,0.433,45.51,0.994,15.18,0.541,13.63,1.355,13.84,1.332,0,5.573533,0.002,0.09340666,0,11.69,0.084,5.502753,0.005,0.09174,0,10.53,0.034,7.615827,0.001,0.1394,0,8.24,0.022,8.741093,0.001,0.1630933,0,9.7,0.022,5.182453,0.013,0.08415332,0,7.601,0.026,6.734233,0.001,0.12,0,7.277,0.018,5.744546,0.002,0.09740666,0,11.7,0.065,0,0,NaN,NaN,0,0,5.858673,0.01,0.10008,0,8.2,0.03,206.7,60.35,8.87,1.671,20.69,1.508,0.008579999,0.003,0.01868667,0.007,1,0.006093333,0.002,0.00602,0.002,1
2017-11-01 16:30:00,124,13.72,15.75,162,0.813,1.1,0.243,15,0,0,0,0,0,0,0,8.57,0.164,46.3,0.684,14.05,0.273,12.77,0.617,12.97,0.612,0,5.558959,0.014,0.09305999,0,11.37,0.097,5.514813,0.015,0.09203333,0,10.42,0.028,7.615933,0.001,0.1393933,0,8.29,0.023,8.731112,0.016,0.1628733,0,9.62,0.034,5.166566,0.006,0.08374,0,7.645,0.022,6.734326,0.001,0.12,0,7.309,0.02,5.71746,0.007,0.09677333,0,11.44,0.082,0,0,NaN,NaN,0,0,5.854273,0.001,0.09998,0,8.27,0.032,172.6,28.01,6.822,0,18.65,1.702,0.00876,0.001,0.02059333,0.002,1,0.005653333,0.001,0.005466667,0.001,1
2017-11-01 16:45:00,125,13.12,14.82,127,0.721,1.26,0.383,15,0,0,0,0,0,0,0,7.775,0.2,48.79,1.614,12.07,0.935,8.73,1.608,8.92,1.627,0,5.518273,0.001,0.09210667,0,11.01,0.113,5.52754,0.004,0.09233333,0,10.3,0.042,7.615867,0,0.1394,0,8.35,0.02,8.709593,0.001,0.1624333,0,9.47,0.05,5.16432,0.001,0.08369999,0,7.686,0.016,6.73404,0.001,0.12,0,7.346,0.024,5.716599,0.001,0.09675333,0,11.16,0.087,0,0,NaN,NaN,0,0,5.85444,0.001,0.09997333,0,8.34,0.024,62.54,30.19,4.094,1.364,11.14,2.319,0.00246,0.002,0.006,0.005,1,0.001746667,0.001,0.001686667,0.001,1
2017-11-01 17:00:00,126,12.86,13.22,55,0.486,1.23,0.227,15,0,0,0,0,0,0,0,6.814,0.561,51.99,0.729,9.09,0.638,5.2,0.642,5.322,0.656,0,5.518693,0.002,0.09211333,0,10.58,0.149,5.524073,0.01,0.09224666,0,10.15,0.05,7.61544,0.001,0.1394,0,8.41,0.026,8.693259,0.016,0.16212,0,9.28,0.078,5.1642,0.001,0.08370666,0,7.715,0.018,6.7341,0.001,0.1200067,0,7.362,0.02,5.71828,0.001,0.09679332,0,10.82,0.117,0,0,NaN,NaN,0,0,5.85414,0.001,0.09995333,0,8.4,0.023,19.79,4.351,3.412,0,5.915,1.509,0.0002733333,0,6e-04,0,1,0.0004666667,0,0.0002466667,0,1
2017-11-01 17:15:00,127,12.8,11.53,62,0.65,0.98,0.142,15,0,0,0,0,0,0,0,5.829,0.089,53.25,0.732,7.537,0.212,4.316,0.115,4.426,0.116,0,5.519639,0.001,0.09213333,0,10.05,0.155,5.521633,0.005,0.09217333,0,9.98,0.058,7.615686,0.001,0.1394,0,8.44,0.031,8.661313,0.016,0.1614533,0,8.98,0.087,5.16438,0.001,0.08370666,0,7.737,0.011,6.733826,0.001,0.1199933,0,7.382,0.02,5.719226,0.002,0.09680666,0,10.37,0.136,0,0,NaN,NaN,0,0,5.8546,0.001,0.09999333,0,8.46,0.022,6.143,2.841,1.592,1.702,3.413,0,4.666666e-05,0,0.0001733333,0,1,0.00026,0,0.0001266667,0,1
2017-11-01 17:30:00,128,13.03,10.08,44,1.061,1.73,0.461,15,0,0,0,0,0,0,0,6.323,0.182,55.68,0.522,7.356,0.177,4.228,0.207,4.337,0.211,0,5.524406,0.01,0.09224667,0,9.56,0.136,5.517333,0.004,0.09208667,0,9.76,0.064,7.61552,0.001,0.1393867,0,8.49,0.028,8.63602,0.016,0.16092,0,8.65,0.1,5.1645,0.001,0.08372,0,7.748,0.016,6.734246,0.001,0.12,0,7.421,0.021,5.70092,0.014,0.09638666,0,9.91,0.133,0,0,NaN,NaN,0,0,5.85426,0.001,0.09995999,0,8.52,0.03,0.228,0.851,0,0,3.413,0,0,0,6e-05,0,1,0.0001666667,0,0.00014,0,1
2017-11-01 17:45:00,129,13.03,9.04,30,1.174,1.77,0.283,15,0,0,0,0,0,0,0,6.354,0.169,56.62,1.148,7.731,0.079,4.388,0.156,4.498,0.16,0,5.52698,0.011,0.09231333,0,9.13,0.113,5.518567,0.005,0.09211333,0,9.54,0.061,7.6157,0.001,0.1393933,0,8.53,0.023,8.615233,0.001,0.1604933,0,8.34,0.097,5.16474,0.001,0.08372,0,7.746,0.015,6.733819,0.001,0.12,0,7.441,0.016,5.695113,0.008,0.09626666,0,9.47,0.121,0,0,NaN,NaN,0,0,5.85408,0.001,0.09995999,0,8.57,0.025,0,0,0,0,3.414,0,1.333333e-05,0,2e-05,0,1,0.00014,0,0.0001266667,0,1
